text,label
환자가 경미한 피부 발진으로 인해 가려움을 느끼는 상태,4
환자가 경증의 통증을 느끼며 불편함을 호소하는 상태,4
환자가 경미한 피부 발진으로 인해 가려움을 느끼는 상태,4
환자가 가벼운 두통을 느끼며 어지러운 상태,4
환자가 경증의 통증을 느끼며 불편함을 호소하는 상태,4
환자가 가벼운 근육통을 호소하며 불편함을 느끼는 상태,4
환자가 가벼운 두통을 느끼며 어지러운 상태,4
환자가 경미한 피부 발진으로 인해 가려움을 느끼는 상태,4
환자가 가벼운 두통을 느끼며 어지러운 상태,4
환자가 가벼운 두통을 느끼며 어지러운 상태,4
환자가 경증의 통증을 느끼며 불편함을 호소하는 상태,4
환자가 가벼운 두통을 느끼며 어지러운 상태,4
환자가 경증의 통증을 느끼며 불편함을 호소하는 상태,4
환자가 가벼운 두통을 느끼며 어지러운 상태,4
환자가 경증의 통증을 느끼며 불편함을 호소하는 상태,4
환자가 가벼운 두통을 느끼며 어지러운 상태,4
환자가 경증의 통증을 느끼며 불편함을 호소하는 상태,4
환자가 경증의 통증을 느끼며 불편함을 호소하는 상태,4
환자가 경증의 통증을 느끼며 불편함을 호소하는 상태,4
환자가 경미한 피부 발진으로 인해 가려움을 느끼는 상태,4
환자가 경증의 통증을 느끼며 불편함을 호소하는 상태,4
환자가 소화불량으로 인해 약간의 복통을 호소하는 상태,4
환자가 경미한 피부 발진으로 인해 가려움을 느끼는 상태,4
환자가 소화불량으로 인해 약간의 복통을 호소하는 상태,4
환자가 가벼운 근육통을 호소하며 불편함을 느끼는 상태,4
환자가 경미한 피부 발진으로 인해 가려움을 느끼는 상태,4
환자가 경증의 통증을 느끼며 불편함을 호소하는 상태,4
환자가 경미한 피부 발진으로 인해 가려움을 느끼는 상태,4
환자가 소화불량으로 인해 약간의 복통을 호소하는 상태,4
환자가 가벼운 근육통을 호소하며 불편함을 느끼는 상태,4
환자가 경증의 통증을 느끼며 불편함을 호소하는 상태,4
환자가 소화불량으로 인해 약간의 복통을 호소하는 상태,4
환자가 가벼운 근육통을 호소하며 불편함을 느끼는 상태,4
환자가 소화불량으로 인해 약간의 복통을 호소하는 상태,4
환자가 소화불량으로 인해 약간의 복통을 호소하는 상태,4
환자가 경증의 통증을 느끼며 불편함을 호소하는 상태,4
환자가 경미한 피부 발진으로 인해 가려움을 느끼는 상태,4
환자가 경미한 피부 발진으로 인해 가려움을 느끼는 상태,4
환자가 경미한 피부 발진으로 인해 가려움을 느끼는 상태,4
환자가 경증의 통증을 느끼며 불편함을 호소하는 상태,4
환자가 경미한 피부 발진으로 인해 가려움을 느끼는 상태,4
환자가 경증의 통증을 느끼며 불편함을 호소하는 상태,4
환자가 소화불량으로 인해 약간의 복통을 호소하는 상태,4
환자가 경증의 통증을 느끼며 불편함을 호소하는 상태,4
환자가 가벼운 두통을 느끼며 어지러운 상태,4
환자가 약간의 피로감을 느끼는 상태,5
환자가 약간의 피로감을 느끼는 상태,5
환자가 경미한 복통을 느끼며 일상 생활에 큰 지장은 없는 상태,5
환자가 경미한 증상으로 병원 방문이 필요하지 않은 상태,5
환자가 가벼운 피부 가려움증을 호소하는 상태,5
환자가 약간의 피로감을 느끼는 상태,5
환자가 경미한 복통을 느끼며 일상 생활에 큰 지장은 없는 상태,5
환자가 가벼운 기침과 콧물을 호소하는 상태,5
환자가 경미한 증상으로 병원 방문이 필요하지 않은 상태,5
환자가 경미한 증상으로 병원 방문이 필요하지 않은 상태,5
환자가 가벼운 피부 가려움증을 호소하는 상태,5
환자가 약간의 피로감을 느끼는 상태,5
환자가 약간의 피로감을 느끼는 상태,5
환자가 경미한 복통을 느끼며 일상 생활에 큰 지장은 없는 상태,5
환자가 경미한 복통을 느끼며 일상 생활에 큰 지장은 없는 상태,5
환자가 경미한 복통을 느끼며 일상 생활에 큰 지장은 없는 상태,5
환자가 경미한 증상으로 병원 방문이 필요하지 않은 상태,5
환자가 가벼운 피부 가려움증을 호소하는 상태,5
환자가 가벼운 기침과 콧물을 호소하는 상태,5
환자가 경미한 증상으로 병원 방문이 필요하지 않은 상태,5
환자가 가벼운 피부 가려움증을 호소하는 상태,5
환자가 경미한 증상으로 병원 방문이 필요하지 않은 상태,5
환자가 경미한 증상으로 병원 방문이 필요하지 않은 상태,5
환자가 경미한 증상으로 병원 방문이 필요하지 않은 상태,5
환자가 약간의 피로감을 느끼는 상태,5
환자가 경미한 증상으로 병원 방문이 필요하지 않은 상태,5
환자가 가벼운 기침과 콧물을 호소하는 상태,5
환자가 경미한 복통을 느끼며 일상 생활에 큰 지장은 없는 상태,5
환자가 경미한 복통을 느끼며 일상 생활에 큰 지장은 없는 상태,5
환자가 경미한 증상으로 병원 방문이 필요하지 않은 상태,5
환자가 경미한 복통을 느끼며 일상 생활에 큰 지장은 없는 상태,5
환자가 가벼운 피부 가려움증을 호소하는 상태,5
환자가 가벼운 피부 가려움증을 호소하는 상태,5
환자가 경미한 복통을 느끼며 일상 생활에 큰 지장은 없는 상태,5
환자가 가벼운 기침과 콧물을 호소하는 상태,5
환자가 경미한 복통을 느끼며 일상 생활에 큰 지장은 없는 상태,5
환자가 약간의 피로감을 느끼는 상태,5
환자가 약간의 피로감을 느끼는 상태,5
환자가 가벼운 피부 가려움증을 호소하는 상태,5
환자가 경미한 복통을 느끼며 일상 생활에 큰 지장은 없는 상태,5
환자가 경미한 복통을 느끼며 일상 생활에 큰 지장은 없는 상태,5
환자가 가벼운 피부 가려움증을 호소하는 상태,5
환자가 경미한 증상으로 병원 방문이 필요하지 않은 상태,5
환자가 가벼운 기침과 콧물을 호소하는 상태,5
환자가 경미한 증상으로 병원 방문이 필요하지 않은 상태,5
환자가 경미한 증상으로 병원 방문이 필요하지 않은 상태,5
환자가 경미한 복통을 느끼며 일상 생활에 큰 지장은 없는 상태,5
환자가 약간의 피로감을 느끼는 상태,5
환자가 경미한 증상으로 병원 방문이 필요하지 않은 상태,5
환자가 가벼운 피부 가려움증을 호소하는 상태,5
환자가 경미한 복통을 느끼며 일상 생활에 큰 지장은 없는 상태,5
환자가 가벼운 기침과 콧물을 호소하는 상태,5
환자가 경미한 증상으로 병원 방문이 필요하지 않은 상태,5
환자가 가벼운 피부 가려움증을 호소하는 상태,5
환자가 약간의 피로감을 느끼는 상태,5
환자가 경미한 증상으로 병원 방문이 필요하지 않은 상태,5
환자가 가벼운 피부 가려움증을 호소하는 상태,5
환자가 경미한 복통을 느끼며 일상 생활에 큰 지장은 없는 상태,5
환자가 약간의 피로감을 느끼는 상태,5
환자가 가벼운 피부 가려움증을 호소하는 상태,5
환자가 경미한 증상으로 병원 방문이 필요하지 않은 상태,5
환자가 경미한 복통을 느끼며 일상 생활에 큰 지장은 없는 상태,5
환자가 약간의 피로감을 느끼는 상태,5
환자가 경미한 증상으로 병원 방문이 필요하지 않은 상태,5
환자가 약간의 피로감을 느끼는 상태,5
환자가 경미한 복통을 느끼며 일상 생활에 큰 지장은 없는 상태,5
환자가 가벼운 기침과 콧물을 호소하는 상태,5
환자가 경미한 증상으로 병원 방문이 필요하지 않은 상태,5
환자가 경미한 증상으로 병원 방문이 필요하지 않은 상태,5
환자가 약간의 피로감을 느끼는 상태,5
환자가 경미한 증상으로 병원 방문이 필요하지 않은 상태,5
환자가 가벼운 피부 가려움증을 호소하는 상태,5
환자가 약간의 피로감을 느끼는 상태,5
환자가 경미한 복통을 느끼며 일상 생활에 큰 지장은 없는 상태,5
환자가 경미한 증상으로 병원 방문이 필요하지 않은 상태,5
환자가 가벼운 기침과 콧물을 호소하는 상태,5
환자가 경미한 증상으로 병원 방문이 필요하지 않은 상태,5
환자가 경미한 증상으로 병원 방문이 필요하지 않은 상태,5
환자가 경미한 증상으로 병원 방문이 필요하지 않은 상태,5
환자가 경미한 증상으로 병원 방문이 필요하지 않은 상태,5
환자가 경미한 증상으로 병원 방문이 필요하지 않은 상태,5
환자가 가벼운 기침과 콧물을 호소하는 상태,5
환자가 경미한 증상으로 병원 방문이 필요하지 않은 상태,5
환자가 약간의 피로감을 느끼는 상태,5
환자가 경미한 증상으로 병원 방문이 필요하지 않은 상태,5
환자가 가벼운 피부 가려움증을 호소하는 상태,5
환자가 경미한 복통을 느끼며 일상 생활에 큰 지장은 없는 상태,5
환자가 가벼운 피부 가려움증을 호소하는 상태,5
환자가 경미한 복통을 느끼며 일상 생활에 큰 지장은 없는 상태,5
환자가 가벼운 피부 가려움증을 호소하는 상태,5
환자가 가벼운 기침과 콧물을 호소하는 상태,5
환자가 약간의 피로감을 느끼는 상태,5
환자가 가벼운 피부 가려움증을 호소하는 상태,5
환자가 경미한 복통을 느끼며 일상 생활에 큰 지장은 없는 상태,5
환자가 가벼운 피부 가려움증을 호소하는 상태,5
환자가 경미한 증상으로 병원 방문이 필요하지 않은 상태,5
환자가 가벼운 피부 가려움증을 호소하는 상태,5
환자가 약간의 피로감을 느끼는 상태,5
환자가 경미한 복통을 느끼며 일상 생활에 큰 지장은 없는 상태,5
환자가 가벼운 기침과 콧물을 호소하는 상태,5
